TimeFrom,TimeTo,ProductionUnitName,ProducedHeat,NetElectricity,ProductionCosts,ProducedCO2,PrimaryEnergyConsumption,OperationPercentage
04/11/2024 18:00:00,04/11/2024 19:00:00,GM,3.6,2.7,1100,640,1.9,1
04/11/2024 18:00:00,04/11/2024 19:00:00,GB,3.14749023330464,0,314.749023330464,135.34208003209952,0.6924478513270209,0.629498046660928
04/11/2024 19:00:00,04/11/2024 20:00:00,GM,3.6,2.7,1100,640,1.9,1
04/11/2024 19:00:00,04/11/2024 20:00:00,GB,2.672118871614412,0,267.21188716144115,114.90111147941971,0.5878661517551707,0.5344237743228824
04/11/2024 20:00:00,04/11/2024 21:00:00,GM,3.6,2.7,1100,640,1.9,1
04/11/2024 20:00:00,04/11/2024 21:00:00,GB,0.284485601130034,0,28.448560113003403,12.232880848591464,0.06258683224860749,0.056897120226006806
04/11/2024 21:00:00,04/11/2024 22:00:00,GM,3.6,2.7,1100,640,1.9,1
04/11/2024 21:00:00,04/11/2024 22:00:00,GB,0.46308353120897805,0,46.3083531208978,19.912591841986053,0.10187837686597517,0.0926167062417956
04/11/2024 22:00:00,04/11/2024 23:00:00,GM,3.6,2.7,1100,640,1.9,1
04/11/2024 22:00:00,04/11/2024 23:00:00,GB,5,0,500,215,1.1,1
04/11/2024 22:00:00,04/11/2024 23:00:00,OB,0.312463632639476,0,54.681135711908304,20.46636793788568,0.0937390897918428,0.078115908159869
04/11/2024 23:00:00,04/12/2024 00:00:00,GM,3.6,2.7,1100,640,1.9,1
04/11/2024 23:00:00,04/12/2024 00:00:00,GB,5,0,500,215,1.1,1
04/11/2024 23:00:00,04/12/2024 00:00:00,OB,0.246428160637981,0,43.124928111646675,16.141044521787755,0.0739284481913943,0.06160704015949525
04/12/2024 00:00:00,04/12/2024 01:00:00,GM,3.6,2.7,1100,640,1.9,1
04/12/2024 00:00:00,04/12/2024 01:00:00,GB,2.010785893903359,0,201.0785893903359,86.46379343784444,0.442372896658739,0.4021571787806718
04/12/2024 01:00:00,04/12/2024 02:00:00,GM,3.6,2.7,1100,640,1.9,1
04/12/2024 01:00:00,04/12/2024 02:00:00,GB,5,0,500,215,1.1,1
04/12/2024 01:00:00,04/12/2024 02:00:00,OB,0.108771060406029,0,19.034935571055076,7.1245044565949,0.0326313181218087,0.02719276510150725
04/12/2024 02:00:00,04/12/2024 03:00:00,GM,3.6,2.7,1100,640,1.9,1
04/12/2024 02:00:00,04/12/2024 03:00:00,GB,5,0,500,215,1.1,1
04/12/2024 02:00:00,04/12/2024 03:00:00,OB,0.56808968479312,0,99.41569483879601,37.20987435394937,0.170426905437936,0.14202242119828
